,ProteinID,GeneNames,Transcription regulation,Transmembrane,DNA-binding,Kinase,metaboli,RNA-binding,signal,enzyme,ase,Enzyme,Oncogene,TSG
1,P11217,PYGM,0,0,0,0,1,0,0,1,1,1,0,0
2,Q9NR77,PXMP2,0,1,0,0,0,0,0,0,0,0,0,0
3,Q9Y3T6,R3HCC1,0,0,0,0,0,0,0,0,0,0,0,0
4,P50876,RNF144A,0,1,0,0,0,0,0,0,1,1,0,0
5,P01116,KRAS,0,0,0,0,0,0,0,0,1,1,1,0
6,Q9Y2K5,R3HDM2,0,0,0,0,0,0,0,0,0,0,0,0
7,A8MTL3,RNF212B,0,0,0,0,0,0,0,0,0,1,0,0
8,P61106,RAB14,0,0,0,0,0,0,0,0,0,1,0,0
9,P59190,RAB15,0,0,0,0,0,0,0,0,0,1,0,0
10,Q9UL25,RAB21,0,0,0,0,0,0,0,0,0,1,0,0
11,P29762,CRABP1,0,0,0,0,0,0,0,0,0,0,0,0
12,Q9UPQ7,PDZRN3,0,0,0,0,0,0,0,0,1,1,0,0
13,P29373,CRABP2,0,0,0,0,0,0,0,0,0,0,0,0
14,P15153,RAC2,0,0,0,0,0,0,0,0,1,1,0,0
15,O15315,RAD51B,0,0,1,0,0,0,0,0,0,1,0,1
16,Q96PU8,QKI,0,0,0,0,0,1,0,0,0,0,1,1
17,P51151,RAB9A,0,0,0,0,0,0,0,0,0,1,0,0
18,Q9H6Z4,RANBP3,0,0,0,0,0,0,0,0,0,0,0,0
19,Q2KHR3,QSER1,0,0,0,0,0,0,0,0,0,0,0,0
20,Q7Z419,RNF144B,0,1,0,0,0,0,0,0,1,1,0,0
21,Q9H0T7,RAB17,0,0,0,0,0,0,0,0,0,1,0,0
22,O60671,RAD1,0,0,0,0,0,0,0,0,1,1,0,0
23,Q7Z5L2,R3HCC1L,0,0,0,0,0,0,0,0,0,0,0,0
24,Q96B01,RAD51AP1,0,0,1,0,0,1,0,0,0,0,0,0
25,P61224,RAP1B,0,0,0,0,0,0,0,0,0,1,0,0
26,Q15907,RAB11B,0,0,0,0,0,0,0,0,1,1,0,0
27,O60896,RAMP3,0,1,0,0,0,0,0,0,0,0,0,0
28,Q86U06,RBM23,0,0,0,0,0,1,0,0,0,0,0,0
29,Q9NYR8,RDH8,0,1,0,0,0,0,0,0,1,1,0,0
30,O95072,REC8,0,0,0,0,0,0,0,0,0,0,0,0
31,Q9H0Z9,RBM38,0,0,0,0,0,1,0,0,0,0,0,0
32,Q6ZSC3,RBM43,0,0,0,0,0,1,0,0,0,0,0,0
33,Q9Y5S9,RBM8A,0,0,0,0,0,1,0,0,0,0,0,0
34,Q9H082,RAB33B,0,0,0,0,0,0,0,0,1,1,0,0
35,Q5U651,RASIP1,0,0,0,0,0,0,0,0,0,0,0,0
36,Q9NW64,RBM22,0,0,0,0,0,1,0,0,0,0,0,0
37,P25800,LMO1,0,0,0,0,0,0,0,0,0,0,1,0
38,Q8TC12,RDH11,0,1,0,0,0,0,0,0,1,1,0,0
39,Q9P2K3,RCOR3,1,0,0,0,0,0,0,0,0,0,0,0
40,Q9BTD8,RBM42,0,0,0,0,0,1,0,0,0,0,0,0
41,Q7Z6P3,RAB44,0,0,0,0,0,0,0,0,0,1,0,0
42,Q92928,RAB1C,0,0,0,0,0,0,0,0,0,1,0,0
43,O14966,RAB29,0,0,0,0,0,0,0,0,0,1,0,0
44,O75884,RBBP9,0,0,0,0,0,0,0,0,1,1,0,0
45,P0DJD4,RBMY1C,0,0,0,0,0,1,0,0,0,0,0,0
46,P06400,RB1,1,0,1,0,0,0,0,0,1,0,0,1
47,Q5JT25,RAB41,0,0,0,0,0,0,0,0,0,1,0,0
48,P51149,RAB7A,0,0,0,0,1,0,0,0,1,1,0,0
49,P53805,RCAN1,0,0,0,0,0,0,0,0,0,0,0,0
50,Q14257,RCN2,0,0,0,0,0,0,0,0,0,0,0,0
51,Q96D15,RCN3,0,0,0,0,0,0,0,0,0,0,0,0
52,Q8TAI7,RHEBL1,0,0,0,0,0,0,0,0,0,1,0,0
53,B7ZAP0,RABGAP1L,0,0,0,0,0,0,0,0,0,0,0,0
54,Q96S21,RAB40C,0,0,0,0,0,0,0,0,0,1,0,0
55,Q14206,RCAN2,0,0,0,0,0,0,0,0,0,0,0,0
56,Q96T37,RBM15,0,0,0,0,0,1,0,0,0,0,0,0
57,Q6ZP01,RBM44,0,0,0,0,0,1,0,0,0,0,0,0
58,Q16576,RBBP7,1,0,0,0,0,0,0,0,0,1,0,0
59,Q8TBY0,RBM46,0,0,0,0,0,1,0,0,0,0,0,0
60,C9J798,RASA4B,0,0,0,0,0,0,0,0,1,0,0,0
61,Q96NR8,RDH12,0,0,0,0,0,0,0,0,1,1,0,0
62,Q8NBN7,RDH13,0,0,0,0,0,0,0,0,1,1,0,0
63,Q96EV2,RBM33,0,0,0,0,0,1,0,0,0,0,0,0
64,Q5T6V5,C9orf64,0,0,0,0,0,0,0,0,0,0,0,0
65,B2RC85,RSPH10B2,0,0,0,0,0,0,0,0,0,0,0,0
66,Q8TDY2,RB1CC1,1,0,0,0,0,0,0,0,0,0,0,0
67,Q9BWF3,RBM4,0,0,0,0,0,1,0,0,0,0,0,0
68,P18754,RCC1,0,0,1,0,0,0,0,0,0,0,0,0
69,Q69383,ERVK-6,0,0,0,0,0,1,0,0,0,0,0,0
70,P42696,RBM34,0,0,0,0,0,1,0,0,0,0,0,0
71,P0DJD3,RBMY1A1,0,0,0,0,0,1,0,0,0,0,0,0
72,P22891,PROZ,0,0,0,0,0,0,0,0,1,1,0,0
73,Q00577,PURA,1,0,1,0,0,0,0,0,1,0,0,0
74,Q92626,PXDN,0,0,0,0,0,0,0,0,1,1,0,0
75,Q7RTV5,PRXL2C,0,0,0,0,0,0,0,0,0,0,0,0
76,A6NJB7,PRR19,0,0,0,0,0,0,0,0,0,0,0,0
77,A0A1B0GVH4,PRSS51,0,0,0,0,0,0,0,0,0,1,0,0
78,O75360,PROP1,0,0,1,0,0,0,0,0,1,0,0,0
79,P0CG20,PRR35,0,0,0,0,0,0,0,0,0,0,0,0
80,Q9H6K5,PRR36,0,0,0,0,0,0,0,0,0,0,0,0
81,Q7Z6L0,PRRT2,0,1,0,0,0,0,0,0,1,0,0,0
82,P17980,PSMC3,0,0,0,0,0,0,0,0,0,1,0,0
83,Q6UWB4,PRSS55,0,1,0,0,0,0,0,0,1,1,0,0
84,P27918,CFP,0,0,0,0,0,0,0,0,1,1,0,0
85,Q99946,PRRT1,0,1,0,0,0,0,0,0,0,0,0,0
86,A0A1B0GWB2,PRRT1B,0,1,0,0,0,0,0,0,0,0,0,0
87,Q9UKY0,PRND,0,0,0,0,0,0,0,0,0,0,0,0
88,Q96M27,PRRC1,0,0,0,0,0,0,0,0,0,0,0,0
89,C9JH25,PRRT4,0,1,0,0,0,0,0,0,0,0,0,0
90,O43490,PROM1,0,1,0,0,0,0,0,0,1,0,0,0
91,P35080,PFN2,0,0,0,0,0,0,0,0,0,1,0,0
92,P0CW18,PRSS56,0,0,0,0,0,0,0,0,1,1,0,0
93,A0A1B0GWK0,PVALEF,0,0,0,0,0,0,0,0,0,0,0,0
94,Q9Y6I8,PXMP4,0,1,0,0,0,0,0,0,0,0,0,0
95,Q6UX71,PLXDC2,0,1,0,0,0,0,0,0,0,0,0,0
96,Q5TGL8,PXDC1,0,0,0,0,0,0,0,0,0,0,0,0
97,P17812,CTPS1,0,0,0,0,0,0,0,0,1,1,0,0
98,Q2L4Q9,PRSS53,0,0,0,0,0,0,0,0,1,1,0,0
99,P0C7W0,PRR29,0,0,0,0,0,0,0,0,0,0,0,0
100,P81277,PRLH,0,0,0,0,0,0,0,0,0,0,0,0
101,P62195,PSMC5,0,0,0,0,0,0,0,0,0,1,0,0
102,P11908,PRPS2,0,0,0,1,0,0,0,0,1,1,0,0
103,A4D1T9,PRSS37,0,0,0,0,0,0,0,0,0,1,0,0
104,P54821,PRRX1,0,0,1,0,0,0,0,0,1,0,0,0
105,Q9UJV8,PURG,0,0,1,0,0,0,0,0,0,0,0,0
106,O75192,PEX11A,0,1,0,0,0,0,0,0,0,0,0,0
107,Q8N0Z8,PUSL1,0,0,0,0,0,0,0,0,1,1,0,0
108,P27708,CAD,0,0,0,0,0,0,0,1,1,1,0,0
109,P0DMW2,NLRP2B,0,0,0,0,0,0,0,0,0,0,0,0
110,W6CW81,PYDC5,0,0,0,0,0,0,0,0,0,0,0,0
111,Q9NRF8,CTPS2,0,0,0,0,0,0,0,0,1,1,0,0
112,O95294,RASAL1,0,0,0,0,0,0,0,0,1,0,0,0
113,P57729,RAB38,0,0,0,0,0,0,0,0,0,1,0,0
114,O60216,RAD21,0,0,0,0,0,0,0,0,1,0,1,1
115,Q86SE5,RALYL,0,0,0,0,0,1,0,0,0,0,0,0
116,Q8TD07,RAET1E,0,1,0,0,0,0,0,0,0,0,0,0
117,P11234,RALB,0,0,0,0,0,0,0,0,0,1,0,0
118,Q8NC74,RBBP8NL,0,0,0,0,0,0,0,0,0,0,0,0
119,P62834,RAP1A,0,0,0,0,0,0,0,0,0,1,0,0
120,P62826,RAN,0,0,0,0,0,0,0,0,0,1,0,0
121,Q9UDW1,UQCR10,0,0,0,0,0,0,0,0,0,1,0,0
122,Q6MZT1,RGS7BP,0,0,0,0,0,0,0,0,0,0,0,0
123,Q8IY67,RAVER1,0,0,0,0,0,1,0,0,0,0,0,0
124,Q15283,RASA2,0,0,0,0,0,0,0,0,1,0,0,0
125,Q08257,CRYZ,0,0,0,0,0,1,0,0,1,1,0,0
126,Q04671,OCA2,0,1,0,0,0,0,0,0,1,0,0,0
127,O00391,QSOX1,0,1,0,0,0,0,0,0,1,1,0,0
128,P11233,RALA,0,0,0,0,0,0,0,0,0,1,0,0
129,P51153,RAB13,0,0,0,0,0,0,0,0,0,1,0,0
130,P61006,RAB8A,0,0,0,0,0,0,0,0,0,1,0,0
131,Q15032,R3HDM1,0,0,0,0,0,0,0,0,0,0,0,0
132,Q6ZMN7,PDZRN4,0,0,0,0,0,0,0,0,0,1,0,0
133,P63000,RAC1,0,0,0,0,0,0,0,0,1,1,1,0
134,Q969Q5,RAB24,0,0,0,0,0,0,0,0,0,1,0,0
135,P10082,PYY,0,0,0,0,0,0,0,0,0,0,0,0
136,P10826,RARB,1,0,1,0,0,0,0,0,1,0,0,0
137,P61019,RAB2A,0,0,0,0,0,0,0,0,0,1,0,0
138,Q9HCJ3,RAVER2,0,0,0,0,0,1,0,0,0,0,0,0
139,Q15771,RAB30,0,0,0,0,0,0,0,0,0,1,0,0
140,Q6ZS82,RGS9BP,0,1,0,0,0,0,0,0,0,0,0,0
141,P63244,RACK1,0,0,0,0,0,0,0,0,0,0,0,0
142,Q09MP3,RAD51AP2,0,0,0,0,0,0,0,0,0,0,0,0
143,Q9UL26,RAB22A,0,0,0,0,0,0,0,0,0,1,0,0
144,Q9UKM9,RALY,1,0,0,0,0,1,0,0,0,0,0,0
145,P07919,UQCRH,0,0,0,0,0,0,0,0,0,1,0,0
146,P61020,RAB5B,0,0,0,0,0,0,0,0,0,1,0,0
147,Q13636,RAB31,0,0,0,0,0,0,0,0,0,1,0,0
148,Q7Z444,ERAS,0,0,0,0,0,0,0,0,0,1,0,0
149,Q9BUV8,RAB5IF,0,0,0,0,0,0,0,0,0,0,0,0
150,P24386,CHM,0,0,0,0,0,0,0,0,1,1,0,0
151,P55895,RAG2,0,0,0,0,0,0,0,0,1,1,0,0
152,Q15276,RABEP1,0,0,0,0,0,0,0,0,0,0,0,0
153,P78406,RAE1,0,0,0,0,0,0,0,0,0,0,0,0
154,Q8IZ41,RASEF,0,0,0,0,0,0,0,0,0,1,0,0
155,P51159,RAB27A,0,0,0,0,0,0,0,0,1,1,0,0
156,Q9BZE2,PUS3,0,0,0,0,0,0,0,0,1,1,0,0
157,Q15109,AGER,0,1,0,0,0,0,0,0,0,0,0,0
158,Q53S08,RAB6D,0,0,0,0,0,0,0,0,0,1,0,0
159,Q9H0U4,RAB1B,0,0,0,0,0,0,0,0,0,1,0,0
160,Q9Y580,RBM7,0,0,0,0,0,1,0,0,0,0,0,0
161,P01112,HRAS,0,0,0,0,0,0,0,0,1,1,1,0
162,Q15434,RBMS2,0,0,0,0,0,1,0,0,0,0,0,0
163,P13631,RARG,1,0,1,0,0,0,0,0,0,0,0,0
164,P49792,RANBP2,0,0,0,0,0,1,0,0,1,1,0,1
165,A6NK89,RASSF10,0,0,0,0,0,0,0,0,0,0,0,0
166,O75943,RAD17,0,0,0,0,0,0,0,0,0,0,0,1
167,Q9Y5P3,RAI2,0,0,0,0,0,0,0,0,0,0,0,0
168,P01111,NRAS,0,0,0,0,0,0,0,0,1,1,1,0
169,Q86YS6,RAB43,0,0,0,0,0,0,0,0,0,1,0,0
170,Q8IUH3,RBM45,0,0,0,0,0,1,0,0,0,0,0,0
171,O75901,RASSF9,0,0,0,0,0,0,0,0,0,0,0,0
172,Q86YV0,RASAL3,0,0,0,0,0,0,0,0,1,0,0,0
173,Q6ZTQ3,RASSF6,0,0,0,0,0,0,0,0,0,0,0,0
174,Q9NXS2,QPCTL,0,1,0,0,0,0,0,0,1,1,0,0
175,Q96IS3,RAX2,1,0,1,0,0,0,0,0,1,0,0,0
176,P52756,RBM5,0,0,0,0,0,1,0,0,0,0,0,0
177,P98179,RBM3,0,0,0,0,0,1,0,0,0,0,0,0
178,Q96P65,QRFPR,0,1,0,0,0,0,0,0,0,0,0,0
179,P61578,ERVK-16,0,0,0,0,0,1,0,0,0,0,0,0
180,P46063,RECQL,0,0,1,0,0,0,0,0,1,1,0,0
181,Q9H0H5,RACGAP1,0,0,0,0,0,0,0,0,1,0,0,0
182,O76081,RGS20,0,0,0,0,0,0,0,0,0,0,0,0
183,Q9H4X1,RGCC,0,0,0,0,0,0,0,0,0,0,0,0
184,P57771,RGS8,0,0,0,0,0,0,0,0,1,0,0,0
185,Q9NX52,RHBDL2,0,1,0,0,0,0,0,0,1,1,0,0
186,Q02161,RHD,0,1,0,0,0,0,0,0,0,0,0,0
187,Q15382,RHEB,0,0,0,0,0,0,0,0,0,1,0,0
188,Q96QB1,DLC1,0,0,0,0,0,0,0,0,1,0,0,0
189,Q96CC6,RHBDF1,0,1,0,0,0,0,0,0,0,0,0,0
190,Q9HBH0,RHOF,0,0,0,0,0,0,0,0,0,1,0,0
191,P27635,RPL10,0,0,0,0,0,0,0,0,1,0,0,1
192,P61587,RND3,0,0,0,0,0,0,0,0,0,1,0,0
193,P62913,RPL11,0,0,0,0,0,1,0,0,1,0,0,0
194,Q9UBS8,RNF14,1,0,0,0,0,0,0,0,1,1,0,0
195,Q5M7Z0,RNFT1,0,1,0,0,0,0,0,0,1,1,0,0
196,P50914,RPL14,0,0,0,0,0,0,0,0,0,0,0,0
197,Q5VYX0,RNLS,0,0,0,0,0,0,0,0,1,1,0,0
198,Q9NRW1,RAB6B,0,0,0,0,0,0,0,0,0,1,0,0
199,Q6ZRY4,RBPMS2,0,0,0,0,0,1,0,0,0,0,0,0
200,Q7Z3Z2,RD3,0,0,0,0,0,0,0,0,0,0,0,0
201,P61575,ERVK-8,0,0,0,0,0,1,0,0,0,0,0,0
202,O95980,RECK,0,0,0,0,0,0,1,0,1,0,0,0
203,O14593,RFXANK,1,0,1,0,0,0,0,0,1,0,0,0
204,P48378,RFX2,1,0,1,0,0,0,0,0,0,0,0,0
205,A5PLK6,RGSL1,0,1,0,0,0,0,0,0,0,0,0,0
206,Q6NTF9,RHBDD2,0,1,0,0,0,0,0,0,0,1,0,0
207,Q7Z5H3,ARHGAP22,1,0,0,0,0,0,0,0,1,0,0,0
208,Q96D21,RASD2,0,0,0,0,0,0,0,0,0,1,0,0
209,P18577,RHCE,0,1,0,0,0,0,0,0,0,0,0,0
210,Q9NRY4,ARHGAP35,1,0,1,0,0,0,0,0,1,1,0,0
211,Q9NV58,RNF19A,0,1,0,0,0,0,0,0,1,1,0,0
212,Q495C1,RNF212,0,0,0,0,0,0,0,0,1,1,0,0
213,Q63HN8,RNF213,0,0,0,0,0,0,0,0,1,1,0,0
214,Q8ND24,RNF214,0,0,0,0,0,0,0,0,0,1,0,0
215,Q9Y6U7,RNF215,0,1,0,0,0,0,0,0,0,1,0,0
216,Q9NWF9,RNF216,0,0,0,0,0,0,0,0,1,1,0,0
217,Q8TC41,RNF217,0,1,0,0,0,0,0,0,1,1,0,0
218,Q5W0B1,RNF219,0,0,0,0,0,0,0,0,0,0,0,0
219,Q5VTB9,RNF220,0,0,0,0,0,0,0,0,1,1,0,0
220,A6NCQ9,RNF222,0,1,0,0,0,0,0,0,0,0,0,0
221,E7ERA6,RNF223,0,1,0,0,0,0,0,0,0,0,0,0
222,P0DH78,RNF224,0,0,0,0,0,0,0,0,0,0,0,0
223,M0QZC1,RNF225,0,1,0,0,0,0,0,0,0,0,0,0
224,A6NIN4,RNF227,0,0,0,0,0,0,0,0,0,0,0,0
225,Q2M238,RRN3P1,0,0,0,0,0,0,0,0,0,0,0,0
226,A6NIE6,RRN3P2,0,0,0,0,0,0,0,0,0,0,0,0
227,Q05823,RNASEL,0,0,0,0,0,1,0,0,1,1,0,0
228,P07998,RNASE1,0,0,0,0,0,0,0,0,1,1,0,0
229,P10153,RNASE2,0,0,0,0,0,0,0,0,1,1,0,0
230,Q8TDE3,RNASE8,0,0,0,0,0,0,0,0,1,1,0,0
231,Q96L21,RPL10L,0,0,0,0,0,0,0,0,0,0,0,0
232,P40429,RPL13A,0,0,0,0,0,0,0,0,0,0,0,0
233,P30050,RPL12,0,0,0,0,0,1,0,0,0,0,0,0
234,P61313,RPL15,0,0,0,0,0,0,0,0,0,0,0,0
235,Q6P5S7,RNASEK,0,1,0,0,0,0,0,0,1,1,0,0
236,P18621,RPL17,0,0,0,0,0,0,0,0,0,0,0,0
237,Q9H5N1,RABEP2,0,0,0,0,0,0,0,0,0,0,0,0
238,Q86WH2,RASSF3,0,0,0,0,0,0,0,0,0,0,0,0
239,P10276,RARA,1,0,1,0,0,0,0,0,0,0,1,0
240,Q5JQD4,PYY3,0,0,0,0,0,0,0,0,0,0,0,0
241,P14927,UQCRB,0,0,0,0,0,0,0,0,1,0,0,0
242,Q5R372,RABGAP1L,0,0,0,0,0,0,0,0,1,0,0,0
243,Q96S59,RANBP9,0,0,0,0,0,0,0,0,0,0,0,0
244,Q09028,RBBP4,1,0,0,0,0,0,0,0,0,1,0,0
245,Q9H0N0,RAB6C,0,0,0,0,0,0,0,0,0,1,0,0
246,P20337,RAB3B,0,0,0,0,0,0,0,0,0,1,0,0
247,P26374,CHML,0,0,0,0,0,0,0,0,1,0,0,0
248,Q99638,RAD9A,0,0,0,0,0,0,0,0,1,1,0,0
249,Q99969,RARRES2,0,0,0,0,0,0,0,0,0,0,0,0
250,Q9NP90,RAB9B,0,0,0,0,0,0,0,0,0,1,0,0
251,Q9Y272,RASD1,0,0,0,0,0,0,0,0,0,1,0,0
252,A4D1S5,RAB19,0,0,0,0,0,0,0,0,0,1,0,0
253,O14807,MRAS,0,0,0,0,0,0,0,0,0,1,0,0
254,P60763,RAC3,0,0,0,0,0,0,0,0,0,1,0,0
255,Q6WBX8,RAD9B,0,0,0,0,0,0,0,0,0,1,0,0
256,P78332,RBM6,0,0,0,0,0,1,0,0,0,0,0,0
257,Q15042,RAB3GAP1,0,0,0,0,0,0,0,0,1,0,0,0
258,Q9P258,RCC2,0,0,0,0,0,0,0,0,0,0,0,0
259,Q9Y4C8,RBM19,0,0,0,0,0,1,0,0,0,0,0,0
260,O60894,RAMP1,0,1,0,0,0,0,0,0,0,0,0,0
261,Q9Y3L5,RAP2C,0,0,0,0,0,0,0,0,0,1,0,0
262,Q14498,RBM39,1,0,0,0,0,1,0,0,0,0,0,0
263,P61026,RAB10,0,0,0,0,0,0,0,0,0,1,0,0
264,Q6IQ22,RAB12,0,0,0,0,0,0,0,0,0,1,0,0
265,Q8NHQ8,RASSF8,0,0,0,0,0,0,0,0,0,0,0,0
266,Q8IZP6,RNF113B,0,0,0,0,0,0,0,0,0,0,0,0
267,P38159,RBMX,0,0,0,0,0,1,0,0,0,0,0,0
268,P49756,RBM25,0,0,0,0,0,1,0,0,0,0,0,0
269,P0C881,RSPH10B,0,0,0,0,0,0,0,0,0,0,0,0
270,Q96DA2,RAB39B,0,0,0,0,0,0,0,0,1,1,0,0
271,Q6VN20,RANBP10,0,0,0,0,0,0,0,0,0,0,0,0
272,Q9HBH5,RDH14,0,0,0,0,0,0,0,0,1,1,0,0
273,P35241,RDX,0,0,0,0,0,0,0,0,1,0,0,0
274,Q15291,RBBP5,1,0,0,0,0,0,0,0,0,1,0,0
275,Q15311,RALBP1,0,0,0,0,0,0,0,0,1,1,0,0
276,A6NED2,RCCD1,0,0,0,0,0,0,0,0,0,0,0,0
277,Q8WWW0,RASSF5,0,0,0,0,0,0,0,0,0,0,0,0
278,P62491,RAB11A,0,0,0,0,0,0,0,0,0,1,0,0
279,Q92804,TAF15,0,0,1,0,0,1,0,0,0,0,1,0
280,Q6XE24,RBMS3,0,0,0,0,0,1,0,0,0,0,0,0
281,Q9UBG7,RBPJL,1,0,1,0,0,0,0,0,0,0,0,0
282,Q8WXH6,RAB40A,0,0,0,0,0,0,0,0,0,1,0,0
283,Q9UKA8,RCAN3,0,0,0,0,0,0,0,0,0,0,0,0
284,Q32P51,HNRNPA1L2,0,0,0,0,0,1,0,0,0,0,0,0
285,P57052,RBM11,0,0,0,0,0,1,0,0,0,0,0,0
286,P46060,RANGAP1,0,0,0,0,0,0,0,0,1,0,0,0
287,Q9Y388,RBMX2,0,0,0,0,0,1,0,0,0,0,0,0
288,Q7Z6M1,RABEPK,0,0,0,0,0,0,0,0,0,0,0,0
289,Q9H2T7,RANBP17,0,0,0,0,0,0,0,0,0,0,0,0
290,P85298,ARHGAP8,0,0,0,0,0,0,0,0,1,0,0,0
291,Q9BRR9,ARHGAP9,0,0,0,0,0,0,0,0,1,0,0,0
292,Q7Z7H8,MRPL10,0,0,0,0,0,0,0,0,0,0,0,0
293,Q96A35,MRPL24,0,0,0,0,0,0,0,0,0,0,0,0
294,Q6ZS11,RINL,0,0,0,0,0,0,0,0,1,0,0,0
295,Q13671,RIN1,0,0,0,0,0,0,0,0,1,0,0,0
296,Q13084,MRPL28,0,0,0,0,0,0,0,0,0,0,0,0
297,Q06587,RING1,1,0,0,0,0,0,0,0,1,1,0,0
298,Q6ZS17,RIPOR1,0,0,0,0,0,0,0,0,0,0,0,0
299,Q9Y4F9,RIPOR2,0,0,0,0,0,0,0,0,0,0,0,0
300,Q96EL3,MRPL53,0,0,0,0,0,0,0,0,0,0,0,0
301,P31350,RRM2,0,0,0,0,0,0,0,0,1,1,0,0
302,Q96DM3,RMC1,0,0,0,0,0,0,0,0,0,0,0,0
303,Q96DB5,RMDN1,0,0,0,0,0,0,0,0,0,0,0,0
304,Q96LZ7,RMDN2,0,1,0,0,0,0,0,0,0,0,0,0
305,Q9H9A7,RMI1,0,0,0,0,0,0,0,0,0,0,0,0
306,Q8N7X1,RBMXL3,0,0,0,0,0,1,0,0,0,0,0,0
307,Q9Y4L5,RNF115,0,0,0,0,0,0,0,0,1,1,0,0
308,Q9H920,RNF121,0,1,0,0,0,0,0,0,0,1,0,0
309,Q9H9V4,RNF122,0,1,0,0,0,0,0,0,0,0,0,0
310,Q5XPI4,RNF123,0,0,0,0,0,0,0,0,1,1,0,0
311,Q96EQ8,RNF125,0,0,0,0,0,0,0,0,1,1,0,0
312,Q9BV68,RNF126,0,0,0,0,0,0,0,0,1,1,0,0
313,Q8WU17,RNF139,0,1,0,0,0,0,0,0,1,1,0,0
314,Q8WVD5,RNF141,0,0,0,0,0,0,0,0,0,1,0,0
315,Q96MT1,RNF145,0,1,0,0,0,0,0,0,1,1,0,0
316,Q9NTX7,RNF146,0,0,0,0,0,0,1,0,1,1,0,0
317,Q9HB40,SCPEP1,0,0,0,0,0,0,0,0,1,1,0,0
318,Q92963,RIT1,0,0,0,0,0,0,0,0,1,1,0,0
319,Q99578,RIT2,0,0,0,0,0,0,0,0,0,1,0,0
320,Q9ULK6,RNF150,0,1,0,0,0,0,0,0,0,1,0,0
321,Q2KHN1,RNF151,0,0,0,0,0,0,0,0,0,0,0,0
322,Q96K30,RITA1,0,0,0,0,0,0,1,0,0,0,0,0
323,Q96A37,RNF166,0,0,0,0,0,0,0,0,0,0,0,0
324,Q8NCN4,RNF169,0,0,0,0,0,0,0,0,1,1,0,0
325,Q96K19,RNF170,0,1,0,0,0,0,0,0,1,1,0,0
326,Q8N4F7,RNF175,0,1,0,0,0,0,0,0,0,1,0,0
327,Q9P0P0,RNF181,0,0,0,0,0,0,0,0,1,1,0,0
328,Q8N6D2,RNF182,0,1,0,0,0,0,0,0,1,1,0,0
329,Q96GF1,RNF185,0,1,0,0,0,0,0,0,1,1,0,0
330,Q6ZMZ0,RNF19B,0,1,0,0,0,0,0,0,1,1,0,0
331,Q92730,RND1,0,0,0,0,0,0,0,0,0,1,0,0
332,Q8N5U6,RNF10,1,0,1,0,0,0,0,0,0,1,0,0
333,Q96EP0,RNF31,0,0,0,0,0,0,0,0,1,1,0,0
334,Q9H0A6,RNF32,0,0,0,0,0,0,0,0,0,0,0,0
335,Q96EX2,RNFT2,0,1,0,0,0,0,0,0,0,0,0,0
336,Q15286,RAB35,0,0,0,0,0,0,0,0,0,1,0,0
337,Q9ULW5,RAB26,0,0,0,0,0,0,0,0,0,1,0,0
338,P20339,RAB5A,0,0,0,0,0,0,0,0,0,1,0,0
339,P15918,RAG1,0,0,1,0,0,0,0,1,1,1,0,0
340,Q3YEC7,RABL6,0,0,0,0,0,0,0,0,0,1,0,0
341,Q8IXT5,RBM12B,0,0,0,0,0,1,0,0,0,0,0,0
342,Q14644,RASA3,0,0,0,0,0,0,0,0,1,0,0,0
343,Q8TBN0,RAB3IL1,0,0,0,0,0,0,0,0,0,0,0,0
344,Q9BZG1,RAB34,0,0,0,0,0,0,0,0,0,1,0,0
345,O43502,RAD51C,0,0,1,0,0,0,0,0,1,1,0,0
346,Q9NRI6,PYY2,0,0,0,0,0,0,0,0,0,0,0,0
347,O75771,RAD51D,0,0,1,0,0,0,0,0,0,1,0,0
348,Q9ULC3,RAB23,0,0,0,0,0,0,0,0,1,1,0,0
349,A0A096LP55,UQCRHL,0,0,0,0,0,0,0,0,0,1,0,0
350,Q9BTL3,RAMAC,0,0,0,0,0,1,0,0,0,0,0,0
351,O60895,RAMP2,0,1,0,0,0,0,0,0,0,0,0,0
352,Q9NYN1,RASL12,0,0,0,0,0,0,0,0,0,1,0,0
353,Q9NTZ6,RBM12,0,0,0,0,0,1,0,0,1,0,0,0
354,P20338,RAB4A,0,0,0,0,0,0,0,0,0,1,0,0
355,P10114,RAP2A,0,0,0,0,0,0,0,0,0,1,0,0
356,A6NC62,RBAKDN,0,0,0,0,0,0,0,0,0,0,0,0
357,Q9BX46,RBM24,0,0,0,0,0,1,0,0,0,0,0,0
358,O95825,CRYZL1,0,0,0,0,0,0,0,0,1,1,0,0
359,P43487,RANBP1,0,0,0,0,0,0,0,0,1,0,0,0
360,Q8NFJ5,GPRC5A,0,1,0,0,0,0,0,0,0,0,0,0
361,Q9BQ04,RBM4B,0,0,0,0,0,1,0,0,0,0,0,0
362,Q9NS23,RASSF1,0,0,0,0,0,0,0,0,0,0,0,0
363,P43351,RAD52,0,0,1,0,0,0,0,0,0,0,0,0
364,O00194,RAB27B,0,0,0,0,0,0,0,0,0,1,0,0
365,Q14088,RAB33A,0,0,0,0,0,0,0,0,0,1,0,0
366,P61018,RAB4B,0,0,0,0,0,0,0,0,0,1,0,0
367,Q8N3Y7,SDR16C5,0,1,0,0,0,0,0,0,1,1,0,0
