,ProteinID,GeneNames,Transcription regulation,Transmembrane,DNA-binding,Kinase,metaboli,RNA-binding,signal,enzyme,ase,Enzyme,Oncogene,TSG
18637,Q7Z2R9,SSBP3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
18638,A6NNA2,SRRM3,0,0,0,0,0,0,0,0,0,0,0,0
18639,Q9Y6E0,STK24,0,0,0,1,0,0,0,0,1,1,0,0
18640,Q8NE28,STKLD1,0,0,0,0,0,0,0,0,0,1,0,0
18641,Q9P2W9,STX18,0,1,0,0,0,0,0,0,0,0,0,0
18642,Q6ZWJ1,STXBP4,0,0,0,0,0,0,0,0,0,0,0,0
18643,G2XKQ0,SUMO1P1,0,0,0,0,0,0,0,0,0,0,0,0
18644,Q96A49,SYAP1,0,0,0,0,0,0,0,0,0,0,0,0
18645,Q8IYB8,SUPV3L1,0,0,0,0,0,0,0,0,1,1,0,0
18646,Q05952,TNP2,0,0,1,0,0,0,0,0,0,0,0,0
18647,Q15468,STIL,0,0,0,0,0,0,0,0,1,0,1,0
18648,Q14765,STAT4,1,0,1,0,0,0,0,0,0,0,0,0
18649,O75558,STX11,0,0,0,0,0,0,0,0,0,0,0,0
18650,Q86Y82,STX12,0,1,0,0,0,0,0,0,0,0,0,0
18651,Q7RTN6,STRADA,0,0,0,0,0,0,0,0,0,1,0,0
18652,Q9NUL3,STAU2,0,0,0,0,0,1,0,0,0,0,0,0
18653,O75486,SUPT3H,1,0,0,0,0,0,0,0,0,0,0,0
18654,Q8IWU6,SULF1,0,0,0,0,0,0,0,0,1,1,0,0
18655,P55854,SUMO3,0,0,0,0,0,0,0,0,0,0,0,0
18656,Q6EEV6,SUMO4,0,0,0,0,0,0,0,0,0,0,0,0
18657,Q05519,SRSF11,0,0,0,0,0,1,0,0,0,0,0,0
18658,Q16629,SRSF7,0,0,0,0,0,1,0,0,0,0,0,0
18659,Q15831,STK11,0,0,0,1,0,0,0,0,1,1,0,1
18660,M5A8F1,ERVH48-1,0,0,0,0,0,0,0,0,0,0,0,0
18661,Q13190,STX5,0,1,0,0,0,0,0,0,0,0,0,0
18662,A6NJG2,SOWAHD,0,0,0,0,0,0,0,0,0,0,0,0
18663,Q92537,SUSD6,0,1,0,0,0,0,0,0,0,0,0,0
18664,Q8N300,SVBP,0,0,0,0,0,0,0,0,0,0,0,0
18665,Q9UNL2,SSR3,0,1,0,0,0,0,0,0,0,0,0,0
18666,Q06520,SULT2A1,0,0,0,0,1,0,0,0,1,1,0,0
18667,Q9NY57,STK32B,0,0,0,1,0,0,0,0,1,1,0,0
18668,Q9Y2H1,STK38L,0,0,0,1,0,0,0,0,1,1,0,0
18669,Q8WWQ8,STAB2,0,1,0,0,0,0,0,0,0,1,0,0
18670,Q7RTU9,STRC,0,0,0,0,0,0,0,0,0,0,0,0
18671,Q92502,STARD8,0,0,0,0,0,0,0,0,1,0,0,0
18672,Q9P2P6,STARD9,0,0,0,0,0,0,0,0,0,0,0,0
18673,O43815,STRN,0,0,0,0,0,0,0,0,0,0,0,0
18674,P16949,STMN1,0,0,0,0,0,0,0,0,0,0,0,0
18675,Q76I76,SSH2,0,0,0,0,0,0,0,0,1,1,0,0
18676,Q9NUC0,SERTAD4,0,0,0,0,0,0,0,0,0,0,0,0
18677,Q16384,SSX1,1,0,0,0,0,0,0,0,0,0,1,0
18678,P42229,STAT5A,1,0,1,0,0,0,0,0,0,1,0,0
18679,P78524,ST5,0,0,0,0,0,0,0,0,0,0,0,0
18680,O94864,SUPT7L,1,0,0,0,0,0,0,0,0,0,0,0
18681,O00338,SULT1C2,0,0,0,0,0,0,0,0,1,1,0,0
18682,Q6IMI6,SULT1C3,0,0,0,0,0,0,0,0,1,1,0,0
18683,O95210,STBD1,0,1,0,0,1,0,0,0,0,0,0,0
18684,Q8N7X2,STPG3,0,0,0,0,0,0,0,0,0,0,0,0
18685,P52630,STAT2,1,0,1,0,0,0,0,0,0,0,0,0
18686,Q03519,TAP2,0,1,0,0,0,0,0,0,0,1,0,0
18687,Q14714,SSPN,0,1,0,0,0,0,0,0,0,0,0,0
18688,Q9BYN0,SRXN1,0,0,0,0,0,0,0,0,1,1,0,0
18689,P32745,SSTR3,0,1,0,0,0,0,0,0,0,0,0,0
18690,P49888,SULT1E1,0,0,0,0,0,0,0,0,1,1,0,0
18691,Q9H668,STN1,0,0,1,0,0,0,0,0,1,0,0,0
18692,Q13586,STIM1,0,1,0,0,0,0,0,0,1,0,0,0
18693,O14662,STX16,0,1,0,0,0,0,0,0,0,0,0,0
18694,Q8WUJ0,STYX,0,0,0,0,0,0,0,0,0,1,0,0
18695,P61764,STXBP1,0,0,0,0,0,0,0,0,1,0,0,0
18696,Q5T5C0,STXBP5,0,0,0,0,0,0,0,0,0,0,0,0
18697,P62280,RPS11,0,0,0,0,0,1,0,0,0,0,0,0
18698,Q9HCK4,ROBO2,0,1,0,0,0,0,0,0,1,0,0,1
18699,P62277,RPS13,0,0,0,0,0,0,0,0,0,0,0,0
18700,Q5TBB1,RNASEH2B,0,0,0,0,0,0,0,0,1,1,0,0
18701,Q99942,RNF5,0,1,0,0,0,0,0,0,1,1,0,0
18702,P46783,RPS10,0,0,0,0,0,0,0,0,0,0,0,0
18703,Q96MS0,ROBO3,0,1,0,0,0,0,0,0,1,0,0,0
18704,Q8WZ75,ROBO4,0,0,0,0,0,0,0,0,0,0,0,0
18705,P12271,RLBP1,0,0,0,0,0,0,0,0,1,0,0,0
18706,Q96EH5,RPL39L,0,0,0,0,0,0,0,0,0,0,0,0
18707,Q9Y6S9,RPS6KL1,0,0,0,1,0,0,0,0,1,1,0,0
18708,P62424,RPL7A,0,0,0,0,0,0,0,0,0,0,0,0
18709,Q68DV7,RNF43,0,1,0,0,0,0,1,0,1,1,0,1
18710,Q9Y252,RNF6,0,0,0,0,0,0,0,0,1,1,0,0
18711,P04844,RPN2,0,1,0,0,0,0,0,0,0,0,0,0
18712,Q969K3,RNF34,0,0,0,0,0,0,0,0,1,1,0,0
18713,Q9H4P4,RNF41,0,0,0,0,0,0,0,0,1,1,0,0
18714,Q9Y2L1,DIS3,0,0,0,0,0,1,0,0,1,1,0,0
18715,Q9UHP6,RSPH14,0,0,0,0,0,0,0,0,0,0,0,0
18716,Q7L4I2,RSRC2,0,0,0,0,0,0,0,0,0,0,0,0
18717,Q86UC2,RSPH3,0,0,0,0,0,0,0,0,0,0,0,0
18718,Q6UXX9,RSPO2,0,0,0,0,0,0,1,0,1,0,0,1
18719,Q15404,RSU1,0,0,0,0,0,0,0,0,0,0,0,0
18720,P49589,CARS,0,0,0,0,0,0,0,0,1,1,0,1
18721,P14868,DARS,0,0,0,0,0,0,0,0,1,1,0,0
18722,Q9H0K4,RSPH6A,0,0,0,0,0,0,0,0,0,0,0,0
18723,P14678,SNRPB,0,0,0,0,0,1,0,0,1,0,0,0
18724,P63220,RPS21,0,0,0,0,0,0,0,0,0,0,0,0
18725,P42677,RPS27,0,0,0,0,0,0,0,0,0,0,0,0
18726,P62753,RPS6,0,0,0,0,0,0,0,0,0,0,0,0
18727,Q96T23,RSF1,1,0,0,0,0,0,0,0,0,1,0,0
18728,Q8N0S2,SYCE1,0,0,0,0,0,0,0,0,0,0,0,0
18729,Q9BPW5,RASL11B,0,0,0,0,0,0,0,0,0,1,0,0
18730,Q5T4T6,SYCP2L,0,0,0,0,0,0,0,0,0,0,0,0
18731,P13693,TPT1,0,0,0,0,0,0,0,0,0,0,0,0
18732,Q9NVG8,TBC1D13,0,0,0,0,0,0,0,0,1,0,0,0
18733,Q92526,CCT6B,0,0,0,0,0,0,0,0,0,0,0,0
18734,O60806,TBX19,1,0,1,0,0,0,0,0,1,0,0,0
18735,Q9Y2I9,TBC1D30,0,0,0,0,0,0,0,0,0,0,0,0
18736,Q8WUH2,TGFBRAP1,0,0,0,0,0,0,0,0,0,0,0,0
18737,P24752,ACAT1,0,0,0,0,0,0,0,0,1,1,0,0
18738,P09110,ACAA1,0,0,0,0,1,0,0,0,1,1,0,0
18739,Q99757,TXN2,0,0,0,0,0,0,0,0,1,1,0,0
18740,Q8IYQ7,THNSL1,0,0,0,0,0,0,0,0,0,0,0,0
18741,Q86YJ6,THNSL2,0,0,0,0,0,0,0,0,1,1,0,0
18742,P36897,TGFBR1,0,1,0,1,0,0,0,0,1,1,0,0
18743,Q9BTW9,TBCD,0,0,0,0,0,0,0,0,1,0,0,0
18744,Q13569,TDG,1,0,0,0,0,0,0,0,1,1,0,0
18745,Q13428,TCOF1,0,0,0,0,0,0,0,0,1,0,0,0
18746,O60343,TBC1D4,0,0,0,0,0,0,0,0,1,0,0,0
18747,P61812,TGFB2,0,0,0,0,0,0,0,0,1,0,0,0
18748,Q9H4B7,TUBB1,0,0,0,0,0,0,0,0,1,1,0,0
18749,Q15560,TCEA2,1,0,1,0,0,0,0,0,0,0,0,0
18750,Q96IP4,TENT5A,0,0,0,0,0,0,0,0,1,1,0,0
18751,Q9UL17,TBX21,1,0,1,0,0,0,0,0,0,0,0,0
18752,Q9UJT1,TUBD1,0,0,0,0,0,0,0,0,0,1,0,0
18753,Q03403,TFF2,0,0,0,0,0,0,0,0,0,0,0,0
18754,P52888,THOP1,0,0,0,0,0,0,0,0,1,1,0,0
18755,P10600,TGFB3,0,0,0,0,0,0,0,0,1,0,0,0
18756,O43294,TGFB1I1,0,0,0,0,0,0,1,0,0,0,0,0
18757,Q8WW35,TCTEX1D2,0,0,0,0,0,0,0,0,1,0,0,0
18758,P57082,TBX4,1,0,1,0,0,0,0,0,1,0,0,0
18759,Q6IPX3,TCEAL6,1,0,0,0,0,0,0,0,0,0,0,0
18760,Q6N021,TET2,0,0,1,0,0,0,0,0,1,1,0,1
18761,Q15554,TERF2,0,0,1,0,0,0,0,0,0,0,0,0
18762,Q9UPU7,TBC1D2B,0,0,0,0,0,0,0,0,1,0,0,0
18763,P13726,F3,0,1,0,0,0,0,0,0,0,0,0,0
18764,Q92994,BRF1,1,0,0,0,0,0,0,0,1,0,0,0
18765,Q6I9Y2,THOC7,0,0,0,0,0,1,0,0,0,0,0,0
18766,P23258,TUBG1,0,0,0,0,0,0,0,0,1,1,0,0
18767,P0DPI4,TRBD1,0,0,0,0,0,0,0,0,0,0,0,0
18768,Q96EI5,TCEAL4,1,0,0,0,0,0,0,0,0,0,0,0
18769,O43435,TBX1,1,0,1,0,0,0,0,0,1,0,0,0
18770,Q99426,TBCB,0,0,0,0,0,0,0,0,0,0,0,0
18771,O43680,TCF21,1,0,1,0,0,0,0,0,0,0,0,0
18772,Q92759,GTF2H4,1,0,0,0,0,0,0,0,0,0,0,0
18773,Q93075,TATDN2,0,0,0,0,0,0,0,0,1,1,0,0
18774,O95947,TBX6,1,0,1,0,0,0,0,0,0,0,0,0
18775,Q8IYX1,TBC1D21,0,0,0,0,0,0,0,0,1,0,0,0
18776,Q6SJ96,TBPL2,1,0,1,0,0,0,0,0,0,0,0,0
18777,O15178,TBXT,1,0,1,0,0,0,0,0,1,0,0,0
18778,P54274,TERF1,0,0,1,0,0,0,0,0,0,0,0,0
18779,Q5QJ38,TCHHL1,0,0,0,0,0,0,0,0,0,0,0,0
18780,Q96EK4,THAP11,1,0,1,0,0,0,0,0,0,0,0,0
18781,Q13207,TBX2,1,0,1,0,0,0,0,0,0,0,0,0
18782,P58753,TIRAP,0,0,0,0,0,0,0,0,0,0,0,0
18783,P07437,TUBB,0,0,0,0,0,0,0,0,1,1,0,0
18784,Q6IPX1,TBC1D3C,0,0,0,0,0,0,0,0,1,0,0,0
18785,Q13885,TUBB2A,0,0,0,0,0,0,0,0,1,1,0,0
18786,Q12788,TBL3,0,0,0,0,0,0,0,0,0,0,0,0
18787,Q86UD7,TBC1D26,0,0,0,0,0,0,0,0,1,0,0,0
18788,Q2M2D7,TBC1D28,0,0,0,0,0,0,0,0,0,0,0,0
18789,Q13889,GTF2H3,1,0,0,0,0,0,0,0,0,0,0,0
18790,P01137,TGFB1,0,0,0,0,0,0,0,0,1,0,0,0
18791,Q96M53,TBATA,0,0,0,0,0,0,0,0,0,0,0,0
18792,P56279,TCL1A,0,0,0,0,0,0,0,0,0,0,1,0
18793,Q9UHD2,TBK1,0,0,0,1,0,0,0,0,1,1,0,0
18794,Q6UX27,VSTM1,0,1,0,0,0,0,0,0,0,0,0,0
18795,Q8N1K5,THEMIS,0,0,0,0,0,0,0,0,0,0,0,0
18796,Q5TEJ8,THEMIS2,0,0,0,0,0,0,0,0,0,0,0,0
18797,Q9NRH3,TUBG2,0,0,0,0,0,0,0,0,0,1,0,0
18798,P04155,TFF1,0,0,0,0,0,0,0,0,0,0,0,0
18799,Q8IW00,VSTM4,0,1,0,0,0,0,0,0,0,0,0,0
18800,P00734,F2,0,0,0,0,0,0,0,0,1,1,0,0
18801,Q9Y3D7,PAM16,0,0,0,0,0,0,0,0,1,0,0,0
18802,P20226,TBP,1,0,1,0,0,0,0,0,1,0,0,0
18803,Q8IYN2,TCEAL8,1,0,0,0,0,0,0,0,0,0,0,0
18804,P68366,TUBA4A,0,0,0,0,0,0,0,0,0,1,0,0
18805,Q9UMR3,TBX20,1,0,1,0,0,0,0,0,1,0,0,0
18806,Q3ZCM7,TUBB8,0,0,0,0,0,0,0,0,1,1,0,0
18807,Q9UP52,TFR2,0,1,0,0,0,0,0,0,1,0,0,0
18808,Q9UJW2,TINAG,0,0,0,0,0,0,0,0,1,1,0,0
18809,O60602,TLR5,0,1,0,0,0,0,0,0,0,0,0,0
18810,Q9BTD3,TMEM121,0,1,0,0,0,0,0,0,0,0,0,0
18811,Q96I99,SUCLG2,0,0,0,0,0,0,0,0,1,0,0,0
18812,Q6NXT6,TAPT1,0,1,0,0,0,0,0,0,1,0,0,0
18813,O94901,SUN1,0,1,0,0,0,0,0,0,0,0,0,0
18814,Q8NFX7,STXBP6,0,0,0,0,0,0,0,0,0,0,0,0
18815,P51687,SUOX,0,0,0,0,0,0,0,0,1,1,0,0
18816,Q496J9,SV2C,0,1,0,0,0,0,0,0,0,0,0,0
18817,Q9H6P5,TASP1,0,0,0,0,0,0,0,0,1,1,0,0
18818,O14804,TAAR5,0,1,0,0,0,0,0,0,0,0,0,0
18819,Q6PEY2,TUBA3E,0,0,0,0,0,0,0,0,0,1,0,0
18820,O95759,TBC1D8,0,0,0,0,0,0,0,0,1,0,0,0
18821,Q86VP1,TAX1BP1,0,0,0,0,0,0,0,0,0,0,0,0
18822,O95935,TBX18,1,0,1,0,0,0,0,0,1,0,0,0
18823,B9ZVM9,TCP10L2,0,0,0,0,0,0,0,0,0,0,0,0
18824,Q12846,STX4,0,1,0,0,0,0,0,0,0,0,0,0
18825,Q9H2D6,TRIOBP,0,0,0,0,0,0,0,0,1,0,0,0
18826,Q8TC36,SUN5,0,1,0,0,0,0,0,0,1,0,0,0
18827,O75683,SURF6,0,0,1,0,0,1,0,0,0,0,0,0
18828,Q13395,TARBP1,0,0,0,0,0,1,0,0,1,1,0,0
18829,Q5VX71,SUSD4,0,1,0,0,0,0,0,0,0,0,0,0
18830,Q96RI8,TAAR6,0,1,0,0,0,0,0,0,0,0,0,0
18831,Q71U36,TUBA1A,0,0,0,0,0,0,0,0,1,1,0,0
18832,Q9H7F4,TMEM185B,0,1,0,0,0,0,0,0,0,0,0,0
18833,P59536,TAS2R41,0,1,0,0,0,0,0,0,0,0,0,0
18834,Q6P1N9,TATDN1,0,0,0,0,0,0,0,0,1,1,0,0
18835,P23193,TCEA1,1,0,1,0,0,0,0,0,0,0,0,0
18836,Q96SF7,TBX15,1,0,1,0,0,0,0,0,0,0,0,0
18837,Q9BRU2,TCEAL7,1,0,0,0,0,0,0,0,0,0,0,0
18838,Q8N5T2,TBC1D19,0,0,0,0,0,0,0,0,1,0,0,0
18839,Q9P2M4,TBC1D14,0,0,0,0,0,0,0,0,1,0,0,0
18840,O75347,TBCA,0,0,0,0,0,0,0,0,0,0,0,0
18841,P51864,TDGF1P3,0,0,0,0,0,0,0,0,0,0,0,0
18842,P32780,GTF2H1,1,0,0,0,0,0,0,0,0,0,0,0
18843,O95455,TGDS,0,0,0,0,0,0,0,0,1,1,0,0
18844,Q8TEA7,TBCK,0,0,0,0,0,0,0,0,1,1,0,0
18845,Q9H853,TUBA4B,0,0,0,0,0,0,0,0,0,1,0,0
18846,O60347,TBC1D12,0,0,0,0,0,0,0,0,1,0,0,0
18847,Q5H9L2,TCEAL5,1,0,0,0,0,0,0,0,0,0,0,0
18848,Q9BUR4,WRAP53,0,0,0,0,0,1,0,0,1,0,0,0
18849,P53999,SUB1,1,0,1,0,0,0,0,0,0,0,0,0
18850,Q16635,TAZ,0,1,0,0,0,0,0,0,1,1,0,0
18851,Q4KMP7,TBC1D10B,0,0,0,0,0,0,0,0,1,0,0,0
18852,P49368,CCT3,0,0,0,0,0,0,0,0,0,0,0,0
18853,Q66K14,TBC1D9B,0,1,0,0,0,0,0,0,1,0,0,0
18854,Q9Y4C2,TCAF1,0,0,0,0,0,0,0,0,0,0,0,0
18855,P17987,TCP1,0,0,0,0,0,0,0,0,0,0,0,0
18856,Q8TC07,TBC1D15,0,0,0,0,0,0,0,0,1,0,0,0
18857,Q5QJ74,TBCEL,0,0,0,0,0,0,0,0,0,0,0,0
18858,Q9BXI6,TBC1D10A,0,0,0,0,0,0,0,0,1,0,0,0
18859,Q00403,GTF2B,1,0,1,0,0,0,0,0,1,1,0,0
18860,Q8WUA7,TBC1D22A,0,0,0,0,0,0,0,0,1,0,0,0
18861,O75333,TBX10,1,0,1,0,0,0,0,0,0,0,0,0
18862,Q6ZT07,TBC1D9,0,0,0,0,0,0,0,0,1,0,0,0
18863,Q9Y242,TCF19,1,0,0,0,0,0,0,0,0,0,0,0
18864,Q3MII6,TBC1D25,0,0,0,0,0,0,0,0,1,0,0,0
18865,P50990,CCT8,0,0,0,0,0,0,0,0,0,1,0,0
18866,Q3YBR2,TBRG1,0,0,0,0,0,0,0,0,0,0,0,0
18867,A0A087WVF3,TBC1D3D,0,0,0,0,0,0,0,0,1,0,0,0
18868,Q9HA65,TBC1D17,0,0,0,0,0,0,0,0,1,0,0,0
18869,Q9NUY8,TBC1D23,0,0,0,0,0,0,0,0,1,0,0,0
18870,O14776,TCERG1,1,0,0,0,0,0,0,0,0,0,0,0
18871,Q9HD45,TM9SF3,0,1,0,0,0,0,0,0,0,0,0,0
18872,Q8N2M4,TMEM86A,0,1,0,0,0,0,0,0,0,1,0,0
18873,Q9H3N1,TMX1,0,1,0,0,0,0,0,0,0,1,0,0
18874,Q9Y320,TMX2,0,1,0,0,0,0,0,0,0,0,0,0
18875,P0CAT3,TLX1NB,0,0,0,0,0,0,0,0,0,0,0,0
18876,Q86X45,LRRC6,0,0,0,0,0,0,0,0,1,0,0,0
18877,Q96DA6,DNAJC19,0,1,0,0,0,0,0,0,0,0,0,0
18878,O60603,TLR2,0,1,0,0,0,0,0,0,0,0,0,0
18879,P25942,CD40,0,1,0,0,0,0,0,0,1,0,0,0
18880,Q8IY51,TIGD4,0,0,1,0,0,0,0,0,0,0,0,0
18881,Q7Z403,TMC6,0,1,0,0,0,0,0,0,0,0,0,0
18882,P63316,TNNC1,0,0,0,0,0,0,0,0,1,0,0,0
18883,P08138,NGFR,0,1,0,0,0,0,0,0,0,0,0,0
18884,Q6UXP3,TMEM14EP,0,1,0,0,0,0,0,0,0,0,0,0
18885,Q9NV64,TMEM39A,0,1,0,0,0,0,0,0,0,0,0,0
18886,Q6ZUK4,TMEM26,0,1,0,0,0,0,0,0,0,0,0,0
18887,O15417,TNRC18,0,0,0,0,0,0,0,0,0,0,0,0
18888,Q9H2S6,TNMD,0,1,0,0,0,0,0,0,0,0,0,0
18889,Q13445,TMED1,0,1,0,0,0,0,0,0,0,0,0,0
18890,Q12888,TP53BP1,1,0,1,0,0,0,0,0,0,0,0,0
18891,Q07352,ZFP36L1,0,0,1,0,0,1,0,0,0,0,0,0
18892,Q9H3S3,TMPRSS5,0,1,0,0,0,0,0,0,1,1,0,0
18893,Q04727,TLE4,1,0,0,0,0,0,1,0,0,0,0,0
18894,Q9H2Q1,TMEM133,0,1,0,0,0,0,0,0,0,0,0,0
18895,A6NFC5,TMEM235,0,1,0,0,0,0,0,0,0,0,0,0
18896,A0A0J9YXA8,TRBJ1-1,0,0,0,0,0,0,0,0,0,0,0,0
18897,Q8N511,TMEM199,0,1,0,0,0,0,0,0,1,0,0,0
18898,Q8WWA1,TMEM40,0,1,0,0,0,0,0,0,0,0,0,0
18899,Q96DC7,TMCO6,0,1,0,0,0,0,0,0,0,0,0,0
18900,Q9NP84,TNFRSF12A,0,1,0,0,0,0,0,0,0,0,0,0
18901,Q04724,TLE1,1,0,0,0,0,0,1,0,0,0,0,0
18902,Q6UXU6,TMEM92,0,1,0,0,0,0,0,0,0,0,0,0
18903,Q96MW7,TIGD1,0,0,1,0,0,0,0,0,0,0,0,0
18904,C9JQI7,TMEM232,0,1,0,0,0,0,0,0,0,0,0,0
18905,Q96B96,TMEM159,0,1,0,0,0,0,0,0,0,0,0,0
18906,Q495A1,TIGIT,0,1,0,0,0,0,0,0,0,0,0,0
18907,Q5W0B7,TMEM236,0,1,0,0,0,0,0,0,0,0,0,0
18908,Q9BX74,TM2D1,0,1,0,0,0,0,0,0,0,0,0,0
18909,O75674,TOM1L1,0,0,0,0,0,0,0,0,0,0,0,0
18910,A0A1B0GVZ9,TMEM269,0,1,0,0,0,0,0,0,0,0,0,0
18911,Q02763,TEK,0,1,0,1,0,0,0,0,1,1,0,0
18912,Q96B49,TOMM6,0,0,0,0,0,0,0,0,0,0,0,0
18913,Q86T26,TMPRSS11B,0,1,0,0,0,0,0,0,1,1,0,0
18914,O94826,TOMM70,0,1,0,0,0,0,0,0,0,0,0,0
18915,Q9NV12,TMEM140,0,1,0,0,0,0,0,0,0,0,0,0
18916,Q4KMG9,TMEM52B,0,1,0,0,0,0,0,0,0,0,0,0
18917,Q6UXZ0,TMIGD1,0,1,0,0,0,0,0,0,0,0,0,0
18918,Q8N614,TMEM156,0,1,0,0,0,0,0,0,0,0,0,0
18919,Q8IU80,TMPRSS6,0,1,0,0,0,0,0,0,1,1,0,0
18920,Q8N3G9,TMEM130,0,1,0,0,0,0,0,0,0,0,0,0
18921,Q9Y5L0,TNPO3,0,0,0,0,0,0,0,0,1,0,0,0
18922,P11387,TOP1,0,0,1,0,0,0,0,0,1,1,0,0
18923,Q9Y277,VDAC3,0,1,0,0,0,0,0,0,0,0,0,0
18924,Q9H320,VCX,0,0,0,0,0,0,0,0,0,0,0,0
18925,P49767,VEGFC,0,0,0,0,0,0,0,0,0,0,0,0
18926,P62760,VSNL1,0,0,0,0,0,0,0,0,0,0,0,0
18927,P38435,GGCX,0,1,0,0,0,0,0,0,1,1,0,0
18928,P18206,VCL,0,0,0,0,0,0,0,0,1,0,0,0
18929,P54219,SLC18A1,0,1,0,0,0,0,0,0,0,0,0,0
18930,P63121,HERVK_113,0,0,0,0,0,0,0,0,1,1,0,0
18931,Q96AX1,VPS33A,0,0,0,0,0,0,0,0,1,0,0,0
18932,Q9Y279,VSIG4,0,1,0,0,0,0,0,0,0,0,0,0
18933,O95670,ATP6V1G2,0,0,0,0,0,0,0,0,0,1,0,0
18934,Q6Q795,,0,0,0,0,0,0,0,0,0,0,0,0
18935,O95231,VENTX,0,0,1,0,0,0,0,0,0,0,0,0
18936,Q8TAG6,VXN,0,0,0,0,0,0,0,0,0,0,0,0
18937,P63123,ERVK-18,0,0,0,0,0,0,0,0,1,1,0,0
18938,Q8N5D0,WDTC1,0,0,0,0,0,0,0,0,0,0,0,0
18939,O15195,VILL,0,0,0,0,0,0,0,0,0,0,0,0
18940,Q8N0U8,VKORC1L1,0,1,0,0,0,0,0,0,1,0,0,0
18941,P98155,VLDLR,0,1,0,0,1,0,0,0,0,0,0,0
18942,O00534,VWA5A,0,0,0,0,0,0,0,0,0,0,0,0
18943,Q7Z5L0,VMO1,0,0,0,0,0,0,0,0,0,0,0,0
18944,Q8TDU5,VN1R17P,0,1,0,0,0,0,0,0,0,0,0,0
18945,O95497,VNN1,0,0,0,0,0,0,0,0,1,1,0,0
18946,O95498,VNN2,0,0,0,0,0,0,0,0,1,1,0,0
18947,Q96AW1,VOPP1,1,1,0,0,0,0,0,0,0,0,0,0
18948,Q9HBG4,ATP6V0A4,0,1,0,0,0,0,0,0,1,1,0,0
18949,Q9H7D7,WDR26,0,0,0,0,0,0,0,0,1,0,0,0
18950,Q9H7M9,VSIR,0,1,0,0,0,0,0,0,0,0,0,0
18951,Q3ZAQ7,VMA21,0,1,0,0,0,0,0,0,0,0,0,0
18952,Q2NL98,VMAC,0,0,0,0,0,0,0,0,0,0,0,0
18953,Q96GC9,VMP1,0,1,0,0,0,0,0,0,0,0,0,0
18954,Q8NFZ6,VN1R2,0,1,0,0,0,0,0,0,0,0,0,0
18955,Q9BXE9,VN1R3,0,1,0,0,0,0,0,0,0,0,0,0
18956,Q7Z5H5,VN1R4,0,1,0,0,0,0,0,0,0,0,0,0
18957,Q7Z5H4,VN1R5,0,1,0,0,0,0,0,0,0,0,0,0
18958,Q9NY84,VNN3,0,0,0,0,0,0,0,0,1,1,0,0
18959,Q96RL7,VPS13A,0,0,0,0,0,0,0,0,1,0,0,0
18960,Q6ZV60,LINC00173,0,0,0,0,0,0,0,0,0,0,0,0
18961,P63127,ERVK-9,0,0,0,0,0,0,0,0,1,1,0,0
18962,Q99986,VRK1,0,0,0,1,0,0,0,0,1,1,0,0
18963,O60504,SORBS3,0,0,0,0,0,0,0,0,0,0,0,0
18964,Q9Y2B5,VPS9D1,0,0,0,0,0,0,0,0,1,0,0,0
18965,Q9Y487,ATP6V0A2,0,1,0,0,0,0,0,0,0,1,0,0
18966,Q9HAV4,XPO5,0,0,0,0,0,1,0,0,0,0,0,0
18967,P12018,VPREB1,0,0,0,0,0,0,0,0,0,0,0,0
18968,P63131,ERVK-7,0,0,0,0,0,0,0,0,1,1,0,0
18969,A5D8V6,VPS37C,0,0,0,0,0,0,0,0,0,0,0,0
18970,Q8N3P4,VPS8,0,0,0,0,0,0,0,0,0,0,0,0
18971,Q86VN1,VPS36,1,0,0,0,0,0,0,0,0,0,0,0
18972,Q9P253,VPS18,0,0,0,0,0,0,0,0,0,0,0,0
18973,O15537,RS1,0,0,0,0,0,0,0,0,1,0,0,0
18974,Q5T9L3,WLS,0,1,0,0,0,0,1,0,0,0,0,0
18975,P10265,ERVK-10,0,0,0,0,0,0,0,0,1,1,0,0
18976,Q9NRW7,VPS45,0,0,0,0,0,0,0,0,1,0,0,0
18977,P63122,ERVK-8,0,0,0,0,0,0,0,0,1,1,0,0
18978,P0DPA2,VSIG8,0,1,0,0,0,0,0,0,0,0,0,0
18979,Q8IV63,VRK3,0,0,0,0,0,0,0,0,0,1,0,0
18980,Q8N1B4,VPS52,0,0,0,0,0,0,0,0,0,0,0,0
18981,Q5VIR6,VPS53,0,0,0,0,0,0,0,0,1,0,0,0
18982,Q13488,TCIRG1,0,1,0,0,0,0,0,0,1,1,0,0
18983,Q93050,ATP6V0A1,0,1,0,0,0,0,0,0,0,1,0,0
18984,Q96JC1,VPS39,0,0,0,0,0,0,0,0,0,0,0,0
18985,A6NGB9,WIPF3,0,0,0,0,0,0,0,0,0,0,0,0
18986,Q9BRG1,VPS25,1,0,0,0,0,0,0,0,0,0,0,0
18987,Q86VR7,VSIG10L,0,1,0,0,0,0,0,0,0,0,0,0
18988,P49754,VPS41,0,0,0,0,0,0,0,0,0,0,0,0
18989,P19544,WT1,1,0,1,0,0,1,0,0,1,0,1,1
18990,A8MUN3,,0,0,0,0,0,0,0,0,0,0,0,0
18991,Q6UXP9,,0,0,0,0,0,0,0,0,0,0,0,0
